0,0
0.04858333,-0.003839058
0.1028833,-0.007852728
0.1533068,-0.01141118
0.2089088,-0.01519889
0.2582935,-0.01846858
0.3110836,-0.02188249
0.3651194,-0.02530234
0.41544,-0.02842735
0.4680527,-0.03163945
0.5229012,-0.03493322
0.573109,-0.03790301
0.6248776,-0.04092282
0.6782593,-0.04399436
0.7316405,-0.04702511
0.7824659,-0.04987461
0.8345124,-0.05275753
0.8877518,-0.05567114
0.9413249,-0.05856809
0.9922521,-0.06129039
1.044115,-0.06403194
1.096893,-0.0667906
1.150562,-0.06956431
1.202408,-0.07221405
1.253931,-0.07481885
1.306174,-0.07743144
1.359118,-0.08005013
1.412747,-0.08267321
1.464174,-0.0851611
1.515918,-0.08763728
1.568224,-0.09011302
1.621078,-0.0925869
1.674465,-0.0950575
1.726242,-0.09742662
1.778029,-0.09976969
1.83026,-0.102106
1.882923,-0.1044344
1.936004,-0.1067536
1.988484,-0.1090192
2.040246,-0.1112271
2.09236,-0.1134232
2.144814,-0.1156063
2.197597,-0.1177755
2.250697,-0.1199296
2.302566,-0.1220064
2.354573,-0.1240614
2.406848,-0.1260993
2.459379,-0.128119
2.512156,-0.1301196
2.564943,-0.1320918
2.616889,-0.134004
2.669039,-0.1358953
2.721386,-0.1377646
2.773919,-0.139611
2.826628,-0.1414337
2.879233,-0.1432226
2.931333,-0.1449642
2.983575,-0.1466802
3.035951,-0.1483698
3.088451,-0.150032
3.141068,-0.151666
3.193612,-0.1532656
3.245839,-0.1548232
3.298152,-0.1563507
3.350543,-0.1578472
3.403003,-0.1593119
3.455522,-0.1607439
3.508029,-0.1621408
3.560378,-0.1634983
3.61276,-0.164821
3.665166,-0.166108
3.717589,-0.1673586
3.770019,-0.1685718
3.822457,-0.1697471
3.874933,-0.1708844
3.92739,-0.1719819
3.979821,-0.1730386
4.032214,-0.1740537
4.084564,-0.1750265
4.136888,-0.1759565
4.189502,-0.1768483
4.242043,-0.1776945
4.294503,-0.1784943
4.346874,-0.1792468
4.399147,-0.1799513
4.451337,-0.180607
4.504093,-0.1812206
4.55672,-0.1817821
4.609209,-0.1822906
4.661551,-0.1827454
4.713738,-0.1831453
4.76584,-0.1834902
4.818732,-0.1837833
4.871433,-0.1840166
4.923932,-0.1841893
4.976219,-0.1843003
5.028285,-0.1843488
5.080458,-0.1843334
5.133455,-0.1842504
5.186188,-0.1840984
5.238645,-0.1838763
5.290816,-0.1835831
5.342689,-0.1832178
5.395254,-0.1827702
5.448282,-0.1822369
5.500957,-0.181623
5.553268,-0.1809274
5.605203,-0.180149
5.656891,-0.1792841
5.710251,-0.1782932
5.763162,-0.1772085
5.815611,-0.1760284
5.867585,-0.1747518
5.919068,-0.1733775
5.972206,-0.1718392
6.025314,-0.1701744
6.077834,-0.1683968
6.129749,-0.1665048
6.181045,-0.1644969
6.234303,-0.1622588
6.287466,-0.1598598
6.339872,-0.1573242
6.391502,-0.1546502
6.442758,-0.1518122
6.496612,-0.1486198
6.549499,-0.1452604
6.601393,-0.1417316
6.652271,-0.1380312
6.705565,-0.1338786
6.758767,-0.1294264
6.810666,-0.1247605
6.861229,-0.1198777
6.914638,-0.1143211
6.967651,-0.108354
7.018886,-0.1021063
7.069562,-0.0953998
7.123567,-0.08759081
7.175083,-0.07940026
7.224258,-0.07078467
7.275891,-0.06119344
7.327448,-0.05135678
7.378883,-0.04125651
7.430202,-0.03086238
7.481413,-0.02014138
7.53274,-0.009008694
7.583935,0.002522497
7.634996,0.01449422
7.685918,0.02695137
7.736693,0.03994312
7.787308,0.05352246
7.837746,0.06774694
7.887984,0.08267871
7.937992,0.09838362
7.987737,0.1149335
8.037173,0.132404
8.086249,0.150875
8.134903,0.17043
8.183065,0.191157
8.230655,0.2131435
8.27758,0.2364791
8.323746,0.261253
8.36904,0.2875489
8.413439,0.3155028
8.456711,0.3451194
8.498728,0.3764476
8.539366,0.409521
8.578528,0.4443722
8.61605,0.4809993
8.651449,0.5196456
8.684593,0.5602611
8.715454,0.6026325
8.744055,0.6465655
8.770434,0.691862
8.794668,0.7383479
8.816836,0.7858569
8.837032,0.8342306
8.855362,0.8833526
8.871924,0.9330897
8.886827,0.9833546
8.900172,1.034055
8.912059,1.085119
8.922582,1.136476
8.931834,1.188088
8.939899,1.23989
8.946863,1.291852
8.952766,1.343848
8.957262,1.396124
8.960279,1.448452
8.961921,1.500847
8.962261,1.553328
8.961355,1.60571
8.959245,1.658098
8.955953,1.710449
8.951502,1.762679
8.945895,1.814807
8.939124,1.866802
8.93118,1.918629
8.922037,1.970262
8.911664,2.021658
8.900023,2.072765
8.887052,2.123579
8.872692,2.174016
8.856879,2.223982
8.839503,2.273458
8.820465,2.322329
8.799672,2.370405
8.776919,2.417691
8.752209,2.463819
8.725663,2.509023
8.697502,2.553239
8.667837,2.596497
8.636824,2.638739
8.604504,2.680038
8.570988,2.720354
8.536337,2.759691
8.500591,2.79806
8.46382,2.835429
8.426049,2.87179
8.387316,2.907121
8.347636,2.9414
8.307043,2.974584
8.265561,3.006619
8.223158,3.037491
8.179893,3.067097
8.135756,3.095375
8.090716,3.122255
8.044857,3.147586
7.998058,3.171307
7.95045,3.193149
7.901886,3.212878
7.852514,3.230494
7.802459,3.246068
7.751844,3.25969
7.700746,3.271477
7.649321,3.281535
7.597571,3.290007
7.545624,3.297013
7.493518,3.302686
7.44125,3.30716
7.388965,3.310549
7.336599,3.312979
7.284164,3.314561
7.23177,3.315401
7.179355,3.315599
7.126914,3.315251
7.074473,3.314445
7.022087,3.313265
6.969689,3.311787
6.917281,3.310085
6.864862,3.308228
6.812575,3.305943
6.760285,3.302874
6.708013,3.29909
6.655761,3.294649
6.603528,3.289602
6.551315,3.283994
6.499309,3.277888
6.447339,3.271301
6.395379,3.26426
6.343433,3.256794
6.291567,3.248938
